Line (1599) SphygmoCor Log File 9 ~ 04/08/2009 ~ 16:33:10                                                                                                                                                                                      
1 04/08/2009 ~ 16:50:46 ~ SCOR-CvMS 9 Start - FDS 14721300, DBS 40298,  TPM 515564, APM 143960, ML 72   00050                                                                                                                                  
492 25/08/2009 ~ 16:35:04 ~ SCOR-CvMS 9 (Clinical) End - FDS 76858416, DBS 40404,  TPM 515564, APM 98500, ML 80   00050                                                                                                                        
493 25/08/2009 ~ 16:35:51 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76858416, DBS 40404,  TPM 515564, APM 113604, ML 77   00050                                                                                                                     
494 25/08/2009 ~ 16:36:05 ~ SCOR-CvMS 9 (Clinical) End - FDS 76858400, DBS 40404,  TPM 515564, APM 99464, ML 80   00050                                                                                                                        
495 25/08/2009 ~ 16:41:36 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857840, DBS 40404,  TPM 515564, APM 112060, ML 78   00050                                                                                                                     
496 25/08/2009 ~ 16:42:03 ~ SCOR-CvMS 9 (Clinical) End - FDS 76857840, DBS 40404,  TPM 515564, APM 97844, ML 81   00050                                                                                                                        
497 25/08/2009 ~ 16:45:49 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857776, DBS 40404,  TPM 515564, APM 112344, ML 78   00050                                                                                                                     
498 25/08/2009 ~ 16:48:56 ~ Successful PWA measurement for Patient :313, Measurement :25/08/2009 4:48:55 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                          
499 25/08/2009 ~ 16:49:01 ~ SCOR-CvMS 9 (Clinical) End - FDS 76857760, DBS 40414,  TPM 515564, APM 98288, ML 80   00050                                                                                                                        
500 25/08/2009 ~ 16:49:37 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857680, DBS 40414,  TPM 515564, APM 111768, ML 78   00050                                                                                                                     
501 25/08/2009 ~ 16:50:24 ~ Successful PWA measurement for Patient :313, Measurement :25/08/2009 4:50:23 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                          
502 25/08/2009 ~ 16:50:28 ~ SCOR-CvMS 9 (Clinical) End - FDS 76857544, DBS 40422,  TPM 515564, APM 99016, ML 80   00050                                                                                                                        
503 25/08/2009 ~ 16:51:11 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857568, DBS 40422,  TPM 515564, APM 111388, ML 78   00050                                                                                                                     
504 25/08/2009 ~ 16:51:51 ~ Successful PWA measurement for Patient :313, Measurement :25/08/2009 4:51:50 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                          
505 25/08/2009 ~ 16:51:56 ~ SCOR-CvMS 9 (Clinical) End - FDS 76857424, DBS 40430,  TPM 515564, APM 94740, ML 81   00050                                                                                                                        
506 26/08/2009 ~ 10:39:06 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857040, DBS 40430,  TPM 515564, APM 172504, ML 66   00050                                                                                                                     
507 26/08/2009 ~ 10:53:08 ~ SCOR-CvMS 9 (Clinical) End - FDS 76856928, DBS 40430,  TPM 515564, APM 125156, ML 75   00050                                                                                                                       
508 26/08/2009 ~ 10:56:04 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857568, DBS 40430,  TPM 515564, APM 86104, ML 83   00050                                                                                                                      
509 26/08/2009 ~ 10:58:29 ~ SCOR-CvMS 9 (Clinical) End - FDS 76857392, DBS 40430,  TPM 515564, APM 97304, ML 81   00050                                                                                                                        
510 26/08/2009 ~ 11:00:58 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76857392, DBS 40430,  TPM 515564, APM 106564, ML 79   00050                                                                                                                     
511 26/08/2009 ~ 11:03:12 ~ SCOR-CvMS 9 (Clinical) End - FDS 76857344, DBS 40430,  TPM 515564, APM 83252, ML 83   00050                                                                                                                        
512 26/08/2009 ~ 11:37:04 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76856704, DBS 40430,  TPM 515564, APM 88260, ML 82   00050                                                                                                                      
513 26/08/2009 ~ 11:45:40 ~ SCOR-CvMS 9 (Clinical) End - FDS 76856168, DBS 40430,  TPM 515564, APM 127588, ML 75   00050                                                                                                                       
514 26/08/2009 ~ 11:51:56 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76856160, DBS 40430,  TPM 515564, APM 152016, ML 70   00050                                                                                                                     
515 26/08/2009 ~ 11:54:08 ~ SCOR-CvMS 9 (Clinical) End - FDS 76856160, DBS 40430,  TPM 515564, APM 131376, ML 74   00050                                                                                                                       
516 26/08/2009 ~ 12:10:50 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76855992, DBS 40430,  TPM 515564, APM 143732, ML 72   00050                                                                                                                     
517 26/08/2009 ~ 12:15:07 ~ SCOR-CvMS 9 (Clinical) End - FDS 76855984, DBS 40430,  TPM 515564, APM 113900, ML 77   00050                                                                                                                       
518 26/08/2009 ~ 12:15:54 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76855664, DBS 40430,  TPM 515564, APM 138048, ML 73   00050                                                                                                                     
519 26/08/2009 ~ 12:19:51 ~ SCOR-CvMS 9 (Clinical) End - FDS 76855248, DBS 40430,  TPM 515564, APM 107744, ML 79   00050                                                                                                                       
520 26/08/2009 ~ 12:20:31 ~ SCOR-CvMS 9 Start - FDS 76855248, DBS 40430,  TPM 515564, APM 129308, ML 74   00050                                                                                                                                
