Line (0874) SphygmoCor Log File 9 ~ 06-08-2010 ~ 11:47:44                                                                                                                                                                                      
1 06-08-2010 ~ 11:47:45 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                     
363 06-08-2010 ~ 11:57:57 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
364 06-08-2010 ~ 11:57:59 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
365 06-08-2010 ~ 11:58:00 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
366 06-08-2010 ~ 11:58:01 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
367 06-08-2010 ~ 11:58:04 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
368 06-08-2010 ~ 11:58:05 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
369 06-08-2010 ~ 11:58:05 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
370 06-08-2010 ~ 11:58:07 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
371 06-08-2010 ~ 11:58:07 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
372 06-08-2010 ~ 11:58:10 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
373 06-08-2010 ~ 11:58:11 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
374 06-08-2010 ~ 11:58:12 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
375 06-08-2010 ~ 11:58:14 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
376 06-08-2010 ~ 11:58:15 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
377 06-08-2010 ~ 11:58:16 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
378 06-08-2010 ~ 11:58:18 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
379 06-08-2010 ~ 11:58:18 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
380 06-08-2010 ~ 11:58:20 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
381 06-08-2010 ~ 11:58:21 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
382 06-08-2010 ~ 11:58:22 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
383 06-08-2010 ~ 11:58:25 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
384 06-08-2010 ~ 11:58:26 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
385 06-08-2010 ~ 11:58:26 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
386 06-08-2010 ~ 11:58:28 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
387 06-08-2010 ~ 11:58:28 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
388 06-08-2010 ~ 11:58:31 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
389 06-08-2010 ~ 11:58:32 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
390 06-08-2010 ~ 11:58:33 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
391 06-08-2010 ~ 11:58:35 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
392 06-08-2010 ~ 11:58:36 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
393 06-08-2010 ~ 11:58:37 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
394 06-08-2010 ~ 11:58:39 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
395 06-08-2010 ~ 11:58:39 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
396 06-08-2010 ~ 11:58:41 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
397 06-08-2010 ~ 11:58:42 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
398 06-08-2010 ~ 11:58:43 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
399 06-08-2010 ~ 11:58:46 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
400 06-08-2010 ~ 11:58:47 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
401 06-08-2010 ~ 11:58:47 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
402 06-08-2010 ~ 11:58:49 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
403 06-08-2010 ~ 11:58:49 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
404 06-08-2010 ~ 12:01:51 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
405 06-08-2010 ~ 12:01:52 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
406 06-08-2010 ~ 12:01:52 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
407 06-08-2010 ~ 12:01:53 ~ Error  (#119):  Patient :0, Measurement :06-08-2010 11:39:58 AM, DataRevision :130 .    Validation Error : Main peak for pulse not found                                                                           
408 06-08-2010 ~ 12:01:54 ~ Warning   Mathematical Error (#132): Ejection Duration could not be found.  Patient :0, Measurement :06-08-2010 11:39:58 AM, DataRevision :130                                                                     
409 06-08-2010 ~ 12:02:48 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 12:02:41 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
410 06-08-2010 ~ 12:02:49 ~ Error  (#119):  Patient :0, Measurement :06-08-2010 11:39:58 AM, DataRevision :130 .    Mathematical Error: Main peak for pulse not found                                                                          
411 06-08-2010 ~ 12:05:06 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 12:03:41 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                   
